angulo_central_graus,angulo_de_entrada_graus,angulo_de_saida_graus,rampa_maxima_graus,inclinacao_lateral_maxima_graus,curso_do_pistao_mm,diametro_do_cilindro_mm,altura_do_flanco_mm,altura_mm,bitola_dianteira_mm,bitola_traseira_mm,comprimento_mm,distancia_entre_eixos_mm,largura_mm,vao_livre_do_solo_mm,altura_minima_do_solo_mm,travessia_de_agua_mm,potencia_maxima_rpm,rotacao_de_potencia_maxima_rpm,rotacao_de_torque_maximo_rpm,rotacao_maxima_rpm,potencia_especifica_cv,potencia_maxima_cv,potencia_cv,potencia_combinada_cv,potencia_especifica_cv/litro,peso_potencia_kg/cv,peso_torque_kg/kgfm,torque_especifico_kgfm/litro,peso_potencia_kg,peso_torque_kg,torque_especifico_kg,peso_kg,carga_util_kg,reboque_com_freio_kg,reboque_sem_freio_kg,torque_kg,torque_combinado_kg,consumo_rodoviario_gasolina_km/l,consumo_urbano_gasolina_km/l,consumo_rodoviario_diesel_km/l,consumo_urbano_diesel_km/l,consumo_rodoviario_km/l,consumo_urbano_km/l,consumo_rodoviario_alcool_km/l,consumo_urbano_alcool_km/l,velocidade_maxima_km/h,velocidade_maxima_modo_eletrico_km/h,velocidade_maxima_km,consumo_rodoviario_gasolina_km,consumo_urbano_gasolina_km,autonomia_rodoviaria_gasolina_km,autonomia_urbana_gasolina_km,consumo_rodoviario_diesel_km,consumo_urbano_diesel_km,autonomia_rodoviaria_diesel_km,autonomia_urbana_diesel_km,autonomia_km,consumo_eletrico_km,autonomia_eletrica_km,velocidade_maxima_modo_eletrico_km,consumo_rodoviario_km,consumo_urbano_km,autonomia_rodoviaria_km,autonomia_urbana_km,consumo_rodoviario_alcool_km,consumo_urbano_alcool_km,autonomia_rodoviaria_alcool_km,autonomia_urbana_alcool_km,aceleracao_0_100_km_h_s,cilindrada_cm³,cilindrada_unitaria_cm³,porta_malas_litros,tanque_de_combustivel_litros,porta_malas_5_lugares_litros,porta_malas_7_lugares_litros,porta_malas_6_lugares_litros,diametro_minimo_de_giro_m,diametro_de_giro_m,frenagem_0_100_km_h_m,area_frontal_m²,area_frontal_corrigida_m²,capacidade_de_bateria_kWh,consumo_eletrico_kWh,ID
22.5,20.4,31,NA,NA,84,71,113,1570,NA,NA,4200,2555,1760,157,NA,NA,102,5500,2000,NA,102.3,102,NA,NA,102.3,12.2,73,17.2,12.2,73,17.2,1249,386,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA,8.5,7.8,172,NA,172,12.2,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,7.8,425,390,14.2,cm³,NA,420,50,NA,NA,NA,NA,10.5,NA,2.35,0.893,NA,NA,799
NA,23.4,31.5,NA,NA,80.5,77,124,1645,1550,1550,4338,2631,1830,NA,150,NA,150,5500,1750,NA,100.1,150,10,160,100.1,9.69,67.9,14.3,9.69,67.9,14.3,1454,337,NA,NA,4.1,25.5,10.9,11.1,NA,NA,NA,NA,8.3,8.1,193,NA,193,10.9,11.1,556,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,8.1,423,413,9.2,1499,375,330,51,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,800
NA,23.4,31.5,NA,NA,80.5,77,124,1645,1550,1550,4338,2631,1830,150,NA,NA,NA,5500,1750,NA,100.1,NA,NA,NA,100.1,9.7,67.9,14.3,9.7,67.9,14.3,1452,337,NA,NA,NA,NA,11.5,9.9,NA,NA,NA,NA,8.1,6.9,193,NA,193,11.5,9.9,587,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,6.9,413,352,10.3,1499,NA,340,51,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,801
NA,21,27,NA,NA,85.8,77,135,1705,1550,1550,4500,2670,1842,NA,173,600,187,5500,2000,NA,117,187,NA,NA,117,7.96,53.2,17.5,7.96,53.2,17.5,1489,399,NA,NA,NA,NA,11.7,9.9,NA,NA,NA,NA,NA,NA,180,NA,180,11.7,9.9,597,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,1598,400,475,51,NA,NA,NA,NA,11,39.7,NA,NA,NA,NA,802
NA,21,27,NA,NA,80.5,77,135,1705,1550,1550,4500,2670,1842,NA,173,600,150,5500,1750,NA,100.1,150,10,160,100.1,10.04,70.4,14.3,10.04,70.4,14.3,1506,399,NA,NA,4.1,25.5,11.2,11.1,NA,NA,NA,NA,8.5,8.1,180,NA,180,11.2,11.1,571,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8.1,434,413,9.7,1499,375,475,51,NA,NA,NA,NA,11,39.7,NA,NA,NA,NA,803
NA,20,23,NA,35,85.8,77,129,1705,NA,NA,4700,2710,1860,NA,212,450,187,5500,2000,NA,117,187,NA,NA,117,8.56,57.1,17.5,8.56,57.1,17.5,1600,670,NA,NA,NA,NA,12,10.1,NA,NA,NA,NA,NA,NA,180,NA,180,12,10.1,612,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1598,400,NA,51,650,150,NA,NA,NA,NA,NA,NA,NA,NA,804
NA,20,23,NA,35,85.8,77,129,1705,NA,NA,4700,2710,1860,212,NA,450,187,NA,NA,NA,117,187,NA,NA,117,8.6,57.1,17.5,8.6,57.1,17.5,1600,670,NA,NA,NA,NA,12,9.8,NA,NA,NA,NA,NA,NA,180,NA,180,12,9.8,612,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1598,NA,NA,51,500,140,NA,NA,NA,NA,NA,NA,NA,NA,805
NA,20,23,NA,35,85.8,77,129,1705,NA,NA,4700,2710,1860,212,NA,450,187,5500,2000,NA,117,187,NA,NA,117,8.6,57.1,17.5,8.6,57.1,17.5,1600,670,NA,NA,NA,NA,12,10.1,NA,NA,NA,NA,NA,NA,180,NA,180,12,10.1,612,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1598,NA,NA,51,500,140,NA,NA,NA,NA,NA,NA,NA,NA,806
NA,14.8,20.1,NA,NA,80.5,77,103,1493,NA,NA,mm,2650,1814,148,NA,NA,150,5500,4000,NA,100.1,150,NA,NA,100.1,9.1,63.7,14.3,9.1,63.7,14.3,kg,397,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,9.4,7.6,190,NA,190,13.3,NA,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,7.6,451,365,9.9,1499,NA,570,48,NA,NA,NA,NA,11.3,NA,2.3,0.644,NA,NA,807
NA,NA,NA,NA,NA,NA,NA,107,1590,NA,NA,3200,2150,1670,NA,120,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,16.31,65.03,NA,16.31,65.03,NA,995,280,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,100,NA,NA,NA,NA,NA,9.1,NA,NA,NA,30.8,NA,808
NA,23.9,31.6,16.7,NA,79.52,77.4,113,1570,NA,NA,4200,2555,1760,186,NA,NA,115,NA,NA,NA,76.9,115,NA,NA,76.9,11,84.6,10,11,84.6,10,1260,NA,NA,NA,NA,NA,11.9,10,NA,NA,NA,NA,8.2,6.9,170,NA,170,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,6.9,410,345,15,1496,NA,420,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809
NA,NA,NA,NA,NA,80.5,77,129,1645,1550,1550,4338,2630,1830,150,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9.5,66.5,14.3,9.5,66.5,14.3,1424,NA,NA,NA,NA,NA,11.7,9.8,NA,NA,NA,NA,8,6.7,180,NA,180,11.7,9.8,667,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6.7,456,382,11,1499,NA,340,57,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,810
NA,24.7,29.5,NA,NA,80.5,77,146,1670,1550,1550,4505,2670,1837,NA,160,600,NA,5500,4000,NA,100.1,NA,NA,NA,100.1,10,70.1,14.3,10,70.1,14.3,1500,NA,NA,NA,NA,NA,10.9,9.7,NA,NA,NA,NA,7.6,6.6,180,NA,180,10.9,9.7,621,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,6.6,433,376,11.5,1499,375,414,57,NA,NA,NA,NA,11,39.7,NA,NA,NA,NA,811
NA,21,27,NA,NA,85.8,77,135,1705,1550,1550,4500,2670,1842,173,NA,600,187,5500,2000,NA,117,187,NA,NA,117,8,53.2,17.5,8,53.2,17.5,1489,399,NA,NA,NA,NA,11.7,9.9,NA,NA,NA,NA,NA,NA,180,NA,180,11.7,9.9,597,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,1598,NA,475,51,NA,NA,NA,NA,11,39.7,NA,NA,NA,NA,812
NA,20,23,NA,35,80.5,77,129,1747,NA,NA,4722,2710,1860,NA,212,450,147,5500,1750,NA,98.1,147,75,317,98.1,12.44,81.3,15,12.44,81.3,15,1829,499,NA,NA,16.8,56.6,NA,NA,NA,NA,26.9,30.3,NA,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,26.9,30.3,1211,1364,NA,NA,NA,NA,7,1499,375,NA,45,650,150,NA,NA,NA,NA,NA,NA,19.3,NA,813
NA,NA,NA,NA,NA,80.5,77,103,1487,NA,NA,4532,2650,1814,NA,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9,63.4,14.3,9,63.4,14.3,1356,391,NA,NA,NA,NA,12.9,11,NA,NA,NA,NA,9.6,7.6,190,NA,190,12.9,11,619,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,7.6,461,365,9.9,1499,NA,430,48,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,814
NA,NA,NA,NA,NA,80.5,77,103,1487,NA,NA,4532,2650,1814,129,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9,63.4,14.3,9,63.4,14.3,1356,391,NA,NA,NA,NA,12.1,9.9,NA,NA,NA,NA,8.4,6.7,190,NA,190,12.1,9.9,581,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.7,403,322,9.9,1499,NA,430,48,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,815
NA,NA,NA,NA,NA,80.5,77,113,1487,NA,NA,4532,2650,1814,129,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9,63.4,14.3,9,63.4,14.3,1356,391,NA,NA,NA,NA,12.1,9.9,NA,NA,NA,NA,8.4,6.7,190,NA,190,12.1,9.9,581,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.7,403,322,9.9,1499,NA,430,48,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,816
NA,14.8,20.1,NA,NA,80.5,77,103,1493,NA,NA,4675,2650,1814,148,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9.1,63.7,14.3,9.1,63.7,14.3,1364,391,NA,NA,NA,NA,11.9,9.7,NA,NA,NA,NA,8.2,6.5,190,NA,190,11.9,9.7,571,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,6.5,394,312,9.9,1499,NA,570,48,NA,NA,NA,11.3,NA,NA,2.3,0.644,NA,NA,817
NA,23.9,31.6,NA,NA,79.52,77.4,113,1570,NA,NA,4200,2555,1760,NA,NA,NA,115,NA,NA,NA,76.9,115,NA,NA,76.9,11,84.6,10,11,84.6,10,1260,NA,NA,NA,NA,NA,11.9,10,NA,NA,NA,NA,8.2,6.9,170,NA,170,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,6.9,410,345,15,1496,NA,420,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818
NA,23.9,31.6,16.7,NA,79.52,77.4,113,1570,NA,NA,4200,2555,1760,186,NA,NA,115,NA,NA,NA,76.9,115,NA,NA,76.9,11,84.6,10,11,84.6,10,1260,NA,NA,NA,NA,NA,11.9,10,NA,NA,NA,NA,8.2,6.9,170,NA,170,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,6.9,410,345,15,1496,NA,420,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819
NA,NA,NA,NA,NA,84,71,114,1527,NA,NA,3564,2340,1620,NA,NA,NA,75,NA,NA,NA,75.2,75,NA,NA,75.2,12.5,93.1,10.1,12.5,93.1,10.1,940,NA,NA,NA,NA,NA,14.4,12.9,NA,NA,NA,NA,9.9,8.9,165,NA,165,14.4,12.9,504,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,8.9,347,312,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820
NA,23.9,31.6,16.7,NA,79.52,77.4,113,1570,NA,NA,4200,2555,1760,186,NA,NA,115,NA,NA,NA,76.9,115,NA,NA,76.9,10.8,83.2,10,10.8,83.2,10,1240,NA,NA,NA,NA,NA,12.3,10.9,NA,NA,NA,NA,8.8,7.7,175,NA,175,12.3,10.9,615,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,7.7,440,385,13,1496,NA,420,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821
NA,24.7,29.5,NA,NA,80.5,77,146,1670,1550,1550,4505,2670,1837,160,NA,600,150,NA,NA,NA,100.1,150,NA,NA,100.1,10,70.1,14.3,10,70.1,14.3,1500,NA,NA,NA,NA,NA,10.9,9.7,NA,NA,NA,NA,7.6,6.6,180,NA,180,10.9,9.7,621,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,6.6,433,376,11.5,1499,NA,414,57,NA,NA,NA,11,NA,39.7,NA,NA,NA,NA,822
NA,NA,NA,NA,NA,80.5,77,103,1487,NA,NA,4532,2650,1814,129,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9,69.5,12.9,9,69.5,12.9,1348,399,NA,NA,NA,NA,12.1,9.9,NA,NA,NA,NA,8.4,6.7,190,NA,190,12.1,9.9,581,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.7,403,322,10.8,1499,NA,430,48,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,823
NA,NA,NA,NA,NA,80.5,77,113,1487,NA,NA,4532,2650,1814,129,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9,69.5,12.9,9,69.5,12.9,1348,399,NA,NA,NA,NA,12.1,9.9,NA,NA,NA,NA,8.4,6.7,190,NA,190,12.1,9.9,581,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,6.7,403,322,10.8,1499,NA,430,48,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA,824
NA,NA,NA,NA,NA,NA,NA,113,1487,NA,NA,4532,2650,1814,129,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,12.46,54.09,NA,12.46,54.09,NA,1520,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,430,NA,NA,NA,NA,11.3,NA,NA,NA,NA,53.5,NA,825
NA,NA,NA,NA,NA,84,71,114,1527,NA,NA,3564,2340,1620,NA,NA,NA,75,NA,NA,NA,75.2,75,NA,NA,75.2,12.5,93.1,10.1,12.5,93.1,10.1,940,NA,NA,NA,NA,NA,14.4,12.9,NA,NA,NA,NA,9.9,8.9,165,NA,165,14.4,12.9,504,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,8.9,347,312,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826
NA,23.9,31.6,16.7,NA,79.52,77.4,113,1570,NA,NA,4200,2555,1760,186,NA,NA,115,NA,NA,NA,76.9,115,NA,NA,76.9,11,84.6,10,11,84.6,10,1260,NA,NA,NA,NA,NA,11.9,10,NA,NA,NA,NA,8.2,6.9,170,NA,170,11.9,10,595,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,6.9,410,345,15,1496,NA,420,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827
NA,23.9,31.6,16.7,NA,79.52,77.4,113,1570,NA,NA,4200,2555,1760,186,NA,NA,115,NA,NA,NA,76.9,115,NA,NA,76.9,10.8,83.2,10,10.8,83.2,10,1240,NA,NA,NA,NA,NA,12.3,10.9,NA,NA,NA,NA,8.8,7.7,175,NA,175,12.3,10.9,615,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,7.7,440,385,13,1496,NA,420,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828
NA,NA,NA,NA,NA,80.5,77,124,1645,1550,1550,4338,2630,1830,150,NA,NA,150,NA,NA,NA,100.1,150,NA,NA,100.1,9.5,66.5,14.3,9.5,66.5,14.3,1424,NA,NA,NA,NA,NA,11.7,9.8,NA,NA,NA,NA,8,6.7,180,NA,180,11.7,9.8,667,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6.7,456,382,11,1499,NA,340,57,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,829
NA,24.7,29.5,NA,NA,80.5,77,135,1670,1550,1550,4505,2670,1837,160,NA,600,150,NA,NA,NA,100.1,150,NA,NA,100.1,10,70.1,14.3,10,70.1,14.3,1500,NA,NA,NA,NA,NA,10.9,9.7,NA,NA,NA,NA,7.6,6.6,180,NA,180,10.9,9.7,621,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,6.6,433,376,11.5,1499,NA,414,57,NA,NA,NA,11,NA,39.7,NA,NA,NA,NA,830
NA,NA,NA,NA,NA,79.52,77.4,111,1480,NA,NA,4333,2527,1686,NA,NA,NA,113,NA,NA,NA,75.5,113,NA,NA,75.5,10.7,78.1,10.4,10.7,78.1,10.4,1210,375,NA,NA,NA,NA,12.1,9.2,NA,NA,NA,NA,8.3,6.3,175,NA,175,12.1,9.2,605,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,6.3,415,315,13,1496,NA,450,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831
NA,NA,NA,NA,NA,84,71,114,1527,NA,NA,3564,2340,1620,NA,NA,NA,75,NA,NA,NA,75.2,75,NA,NA,75.2,12.5,93.1,10.1,12.5,93.1,10.1,940,NA,NA,NA,NA,NA,14.4,12.9,NA,NA,NA,NA,9.9,8.9,165,NA,165,14.4,12.9,504,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,8.9,347,312,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832
NA,NA,NA,NA,NA,79.52,77.4,111,1480,NA,NA,4188,2527,1686,NA,NA,NA,113,NA,NA,NA,75.5,113,NA,NA,75.5,10.7,78.1,10.4,10.7,78.1,10.4,1210,375,NA,NA,NA,NA,12.1,9.2,NA,NA,NA,NA,8.3,6.3,175,NA,175,12.1,9.2,605,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,6.3,415,315,13,1496,NA,380,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833
NA,NA,NA,NA,NA,84,71,101,1527,NA,NA,3564,2340,1620,NA,NA,NA,69,NA,NA,NA,69.1,69,NA,NA,69.1,13.6,98.5,9.5,13.6,98.5,9.5,936,NA,NA,NA,NA,NA,13.1,11.9,NA,NA,NA,NA,NA,NA,160,NA,160,13.1,11.9,459,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834
NA,NA,NA,NA,NA,84,71,99,1527,NA,NA,3564,2340,1620,NA,NA,NA,69,NA,NA,NA,69.1,69,NA,NA,69.1,13.6,98.5,9.5,13.6,98.5,9.5,936,NA,NA,NA,NA,NA,13.1,11.9,NA,NA,NA,NA,NA,NA,160,NA,160,13.1,11.9,459,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835
NA,NA,NA,NA,NA,79.52,77.4,111,1480,NA,NA,4188,2527,1686,NA,NA,NA,113,NA,NA,NA,75.5,113,NA,NA,75.5,10.7,78.1,10.4,10.7,78.1,10.4,1210,375,NA,NA,NA,NA,12.1,9.2,NA,NA,NA,NA,8.3,6.3,175,NA,175,12.1,9.2,605,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,6.3,415,315,13,1496,NA,380,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836
NA,NA,NA,NA,NA,79.52,77.4,111,1480,NA,NA,4333,2527,1686,NA,NA,NA,113,NA,NA,NA,75.5,113,NA,NA,75.5,10.7,78.1,10.4,10.7,78.1,10.4,1210,375,NA,NA,NA,NA,12.1,9.2,NA,NA,NA,NA,8.3,6.3,175,NA,175,12.1,9.2,605,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,6.3,415,315,13,1496,NA,450,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837
NA,NA,NA,NA,NA,77.5,73,105,1564,NA,NA,3700,2390,1578,NA,NA,NA,91,NA,NA,NA,70.2,91,NA,NA,70.2,11.4,80,10,11.4,80,10,1040,375,NA,NA,NA,NA,14.3,9.8,NA,NA,NA,NA,11,7.5,156,NA,156,14.3,9.8,644,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.5,495,338,16,1297,NA,190,45,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,838
NA,NA,NA,NA,NA,84,71,101,1527,NA,NA,3564,2340,1620,NA,NA,NA,69,NA,NA,NA,69.1,69,NA,NA,69.1,13.6,98.5,9.5,13.6,98.5,9.5,936,NA,NA,NA,NA,NA,13.8,12.3,NA,NA,NA,NA,NA,NA,160,NA,160,13.8,12.3,483,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839
NA,NA,NA,NA,NA,84,71,99,1527,NA,NA,3564,2340,1620,NA,NA,NA,69,NA,NA,NA,69.1,69,NA,NA,69.1,13.6,98.5,9.5,13.6,98.5,9.5,936,NA,NA,NA,NA,NA,13.8,12.3,NA,NA,NA,NA,NA,NA,160,NA,160,13.8,12.3,483,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,998,NA,160,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840
NA,NA,NA,NA,NA,84,71,101,1485,NA,NA,3550,2340,1495,NA,NA,NA,69,NA,NA,NA,69.1,69,NA,NA,69.1,12.9,95.7,9.3,12.9,95.7,9.3,890,375,NA,NA,NA,NA,13.9,11.8,NA,NA,NA,NA,NA,NA,130,NA,130,13.9,11.8,487,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,999,NA,190,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841
NA,NA,NA,NA,NA,66.5,72,101,1485,NA,NA,3550,2340,1495,NA,NA,NA,68,NA,NA,NA,62.8,68,NA,NA,62.8,13.1,97.8,8.4,13.1,97.8,8.4,890,375,NA,NA,NA,NA,13.9,11.8,NA,NA,NA,NA,NA,NA,130,NA,130,13.9,11.8,487,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1083,NA,190,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842
NA,28,29,NA,NA,90,83.5,141,1705,1500,1495,4390,2510,1765,182,NA,NA,138,NA,NA,NA,70,138,NA,NA,70,10.1,75.7,9.4,10.1,75.7,9.4,1400,375,NA,NA,NA,NA,8.8,6.8,NA,NA,NA,NA,NA,NA,170,NA,170,8.8,6.8,484,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1971,NA,435,55,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,843
NA,NA,NA,NA,NA,79.52,77.4,111,1492,NA,NA,4139,2527,1686,NA,NA,NA,108,NA,NA,NA,72.2,108,NA,NA,72.2,11.1,85.7,9.4,11.1,85.7,9.4,1200,375,NA,NA,NA,NA,12.1,9.2,NA,NA,NA,NA,6.9,5.8,160,NA,160,12.1,9.2,605,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,5.8,345,290,13.4,1496,NA,380,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844
NA,NA,NA,NA,NA,79.52,77.4,111,1492,NA,NA,4269,2527,1686,NA,NA,NA,108,NA,NA,NA,72.2,108,NA,NA,72.2,11.1,85.7,9.4,11.1,85.7,9.4,1200,375,NA,NA,NA,NA,12.1,9.2,NA,NA,NA,NA,6.9,5.8,160,NA,160,12.1,9.2,605,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,5.8,345,290,13.4,1496,NA,450,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845
NA,NA,NA,NA,NA,77.5,73,105,1527,NA,NA,3601,2330,1587,NA,NA,NA,91,NA,NA,NA,70.2,91,NA,NA,70.2,11.3,78.5,10.1,11.3,78.5,10.1,1028,NA,NA,NA,NA,NA,15.1,10.1,NA,NA,NA,NA,11.6,7.8,150,NA,150,15.1,10.1,649,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,7.8,499,335,16,1297,NA,160,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,846
NA,NA,NA,NA,NA,77.5,73,105,1564,NA,NA,3700,2390,1578,NA,NA,NA,84,NA,NA,NA,64.8,84,NA,NA,64.8,12.4,91.2,8.8,12.4,91.2,8.8,1040,375,NA,NA,NA,NA,14.5,11,NA,NA,NA,NA,NA,NA,156,NA,156,14.5,11,653,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1297,NA,190,45,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,847
NA,NA,NA,NA,NA,77.5,81,113,1467,NA,NA,4280,2550,1792,NA,NA,NA,119,NA,NA,NA,74.5,119,NA,NA,74.5,11.6,91.7,9.4,11.6,91.7,9.4,1375,375,NA,NA,NA,NA,13.5,7.1,NA,NA,NA,NA,NA,NA,170,NA,170,13.5,7.1,770,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1597,NA,337,57,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,848
